creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
in@vellectus.net,Technology Drive,Women,2018-10-09 20:00:00,2018-10-10 08:00:00,0,18,Racine,WI,
justo.nec.ante@erat.co.uk,LGBT Guest Speaker,Faith-based,2018-09-20 06:00:00,2018-09-21 06:00:00,0,5,Gresham,OR,
et.eros.Proin@tacitisociosquad.co.uk,Politics Drive,Technology,2018-06-27 05:00:00,2018-06-27 22:00:00,0,7,Paradise,NV,
Maecenas.mi.felis@lectusa.net,Animals Foundation,Sports,2018-02-12 18:00:00,2018-02-13 06:00:00,0,13,North Las Vegas,NV,
consectetuer.euismod.est@Fusce.ca,LGBT Walk,Sports,2019-10-08 12:00:00,2019-10-09 00:00:00,0,24,Kearney,NE,
magnis.dis@risusDuis.ca,Hunger Social Media Fundraising,Homeless,2018-09-10 19:00:00,2018-09-11 17:00:00,0,12,Bangor,ME,
odio@Morbisitamet.org,Seniors Guest Speaker,Arts and Crafts,2018-12-28 20:00:00,2018-12-29 01:00:00,0,16,Davenport,IA,
augue@malesuada.com,Arts and Crafts Charity Auction,Sports,2019-04-06 15:00:00,2019-04-07 15:00:00,0,10,Des Moines,IA,
mi.fringilla@turpisegestasAliquam.com,Hunger Social Media Fundraising,Environment,2018-07-10 10:00:00,2018-07-10 15:00:00,0,22,Detroit,MI,
ut@Proin.edu,Animals Drive,Human Rights,2020-03-21 10:00:00,2020-03-21 20:00:00,0,12,Rockford,IL,
elit.erat@rutrumurnanec.ca,Education Charity Auction,Animals,2018-06-09 03:00:00,2018-06-09 17:00:00,0,2,Lansing,MI,
Phasellus@Cumsociis.com,Technology Walk,Sports,2019-08-11 04:00:00,2019-08-11 19:00:00,0,17,Omaha,NE,
risus@ipsumporta.ca,International Charity Auction,Politics,2020-01-26 11:00:00,2020-01-27 07:00:00,0,17,Aurora,CO,
vulputate@Maurisvel.ca,Animals Drive,Animals,2018-12-14 13:00:00,2018-12-15 00:00:00,0,19,Indianapolis,IN,
vitae@Nuncmaurissapien.co.uk,International Charity Auction,Hunger,2019-05-03 19:00:00,2019-05-04 16:00:00,0,24,Cincinnati,OH,
cursus@ornareFuscemollis.edu,Youth Social Media Fundraising,Homeless,2019-05-09 02:00:00,2019-05-10 02:00:00,0,20,Waterbury,CT,
purus.Nullam.scelerisque@eget.co.uk,Education Charity Auction,Sports,2019-11-20 15:00:00,2019-11-21 07:00:00,0,11,Flint,MI,
egestas.lacinia@nec.net,Health Walk,Education,2019-01-14 10:00:00,2019-01-15 10:00:00,0,18,Columbia,MO,
ac@mus.ca,LGBT Charity Auction,Animals,2019-03-02 15:00:00,2019-03-03 08:00:00,0,12,Glendale,AZ,
risus.Morbi.metus@Crassedleo.co.uk,International Charity,Technology,2020-03-25 02:00:00,2020-03-25 15:00:00,0,3,Cincinnati,OH,
magna.nec.quam@ipsum.net,Health Social Media Fundraising,Health,2018-01-14 22:00:00,2018-01-15 21:00:00,0,7,Sandy,UT,
eleifend.Cras.sed@urnaNullam.co.uk,Seniors Charity Auction,Environment,2018-02-07 16:00:00,2018-02-08 06:00:00,0,5,Bridgeport,CT,
neque@consectetueripsum.ca,Disaster Relief Guest Speaker,Faith-based,2018-02-26 13:00:00,2018-02-27 05:00:00,0,4,Hilo,HI,
mauris.sapien@atvelitPellentesque.co.uk,Technology Guest Speaker,Youth,2018-02-15 10:00:00,2018-02-16 10:00:00,0,22,Athens,GA,
eget@consectetueradipiscing.edu,Faith-based Walk,LGBT,2019-04-13 20:00:00,2019-04-13 23:00:00,0,6,Huntsville,AL,
nisl@Crassedleo.org,Animals Social Media Fundraising,Women,2018-06-13 00:00:00,2018-06-13 20:00:00,0,5,Chicago,IL,
sodales@augueeu.edu,Seniors Social Media Fundraising,Animals,2019-07-22 23:00:00,2019-07-23 04:00:00,0,11,Jonesboro,AR,
In.condimentum@et.ca,Faith-based Charity,Arts and Crafts,2018-07-24 14:00:00,2018-07-25 11:00:00,0,18,Minneapolis,MN,
ligula.Aenean@pedeCum.co.uk,International Charity,Hunger,2019-10-24 17:00:00,2019-10-25 05:00:00,0,18,Philadelphia,PA,
rutrum.urna@lorem.com,Homeless Social Media Fundraising,Environment,2019-12-06 20:00:00,2019-12-06 22:00:00,0,16,Auburn,ME,
vulputate.dui.nec@ridiculusmus.com,Technology Charity Auction,International,2018-09-08 11:00:00,2018-09-09 11:00:00,0,11,Tuscaloosa,AL,
tincidunt.adipiscing@Phasellusat.net,Arts and Crafts Charity Auction,Seniors,2018-07-31 01:00:00,2018-08-01 01:00:00,0,5,Clarksville,TN,
magna.Nam.ligula@Duisdignissim.edu,Homeless Foundation,Human Rights,2018-02-19 17:00:00,2018-02-20 06:00:00,0,19,Pike Creek,DE,
mi.enim.condimentum@utaliquamiaculis.co.uk,Arts and Crafts Guest Speaker,Homeless,2019-06-03 04:00:00,2019-06-03 18:00:00,0,18,Dover,DE,
Mauris.nulla@pellentesquea.edu,Environment Guest Speaker,Women,2018-03-04 01:00:00,2018-03-04 05:00:00,0,23,Sandy,UT,
ut.aliquam.iaculis@luctussitamet.net,Hunger Foundation,Youth,2019-09-11 10:00:00,2019-09-11 11:00:00,0,14,Kansas City,MO,
arcu.eu.odio@interdum.net,Seniors Foundation,Animals,2018-09-18 07:00:00,2018-09-18 19:00:00,0,23,Sterling Heights,MI,
adipiscing.non@turpis.net,Hunger Charity Auction,Youth,2018-04-05 01:00:00,2018-04-05 03:00:00,0,19,Green Bay,WI,
volutpat.nunc.sit@velit.org,Human Rights Foundation,Seniors,2019-02-28 02:00:00,2019-02-28 12:00:00,0,8,San Jose,CA,
Donec@lectusantedictum.net,Technology Charity,Youth,2019-10-27 17:00:00,2019-10-28 06:00:00,0,9,Henderson,NV,
nec.tellus@adipiscing.net,Arts and Crafts Social Media Fundraising,Seniors,2019-08-15 06:00:00,2019-08-15 18:00:00,0,17,San Francisco,CA,
porta.elit@Quisqueornare.ca,Education Drive,Human Rights,2020-04-03 13:00:00,2020-04-04 11:00:00,0,10,Waterbury,CT,
leo.Cras.vehicula@acturpisegestas.com,Environment Social Media Fundraising,International,2019-08-15 13:00:00,2019-08-16 12:00:00,0,21,Hillsboro,OR,
nisl.elementum@ante.com,Sports Walk,Hunger,2018-05-19 14:00:00,2018-05-19 23:00:00,0,25,Louisville,KY,
litora.torquent@maurisSuspendissealiquet.net,Seniors Drive,Environment,2019-04-17 01:00:00,2019-04-17 08:00:00,0,20,Dallas,TX,
at.risus@lacuspedesagittis.com,International Drive,Animals,2018-08-14 01:00:00,2018-08-14 09:00:00,0,17,Tacoma,WA,
amet@loremluctus.edu,Animals Walk,Politics,2018-10-20 06:00:00,2018-10-21 00:00:00,0,23,Richmond,VA,
sem.semper.erat@Cras.net,LGBT Charity,Sports,2018-12-19 11:00:00,2018-12-19 23:00:00,0,10,Biloxi,MS,
nisl@ornaresagittis.net,Arts and Crafts Social Media Fundraising,Education,2019-05-13 06:00:00,2019-05-13 21:00:00,0,20,Wyoming,WY,
euismod@eu.com,Youth Charity Auction,Homeless,2018-09-29 19:00:00,2018-09-30 16:00:00,0,22,Gresham,OR,
arcu.Vivamus.sit@enimEtiamimperdiet.com,Technology Guest Speaker,Sports,2018-02-22 15:00:00,2018-02-23 00:00:00,0,10,Bowling Green,KY,
lacus@ipsum.net,Hunger Guest Speaker,Women,2018-04-03 16:00:00,2018-04-03 19:00:00,0,8,Houston,TX,
lacinia.Sed@sapiencursus.com,Faith-based Guest Speaker,Faith-based,2019-11-30 03:00:00,2019-11-30 23:00:00,0,21,Tuscaloosa,AL,
luctus@uteratSed.net,LGBT Foundation,Seniors,2018-02-08 20:00:00,2018-02-09 03:00:00,0,2,Fort Worth,TX,
dictum.eu@veliteget.edu,Youth Guest Speaker,LGBT,2019-10-13 09:00:00,2019-10-14 01:00:00,0,24,Rockford,IL,
mi@ultricesmauris.ca,Faith-based Walk,Youth,2019-03-26 19:00:00,2019-03-27 18:00:00,0,16,Little Rock,AR,
nibh@sedsem.co.uk,Faith-based Charity Auction,Faith-based,2018-08-22 08:00:00,2018-08-22 13:00:00,0,22,Gillette,WY,
nisl.Quisque.fringilla@Mauris.org,Education Charity,Health,2018-08-03 06:00:00,2018-08-03 20:00:00,0,3,Harrisburg,PA,
Etiam.imperdiet@convallisconvallis.edu,Homeless Guest Speaker,Technology,2018-03-22 11:00:00,2018-03-22 13:00:00,0,20,Seattle,WA,
et.rutrum@cursus.ca,International Charity Auction,Human Rights,2018-07-29 23:00:00,2018-07-30 17:00:00,0,25,Hillsboro,OR,
Duis.sit@elementumlorem.edu,Education Charity,Politics,2019-03-25 04:00:00,2019-03-25 19:00:00,0,17,Green Bay,WI,
arcu.Curabitur@eleifendnunc.edu,Youth Drive,Seniors,2018-10-21 19:00:00,2018-10-22 17:00:00,0,12,Tampa,FL,
eu.placerat@atpretiumaliquet.co.uk,Environment Foundation,Hunger,2020-04-05 15:00:00,2020-04-06 14:00:00,0,24,Portland,OR,
ut.pellentesque@arcueuodio.ca,Education Charity Auction,Sports,2019-04-15 00:00:00,2019-04-15 05:00:00,0,23,Newark,DE,
tincidunt.nunc@dui.ca,LGBT Charity,Arts and Crafts,2019-04-10 05:00:00,2019-04-10 07:00:00,0,13,Bozeman,MT,
mi.tempor.lorem@Crasconvallis.net,Technology Guest Speaker,Disaster Relief,2019-06-08 15:00:00,2019-06-09 03:00:00,0,8,Frederick,MD,
nibh.sit@pellentesquemassalobortis.edu,Sports Drive,Technology,2018-08-01 13:00:00,2018-08-01 15:00:00,0,25,Flint,MI,
semper@nunc.ca,LGBT Social Media Fundraising,LGBT,2019-05-04 22:00:00,2019-05-05 16:00:00,0,7,Wyoming,WY,
nonummy.Fusce.fermentum@natoquepenatibuset.org,Disaster Relief Charity,International,2018-10-15 02:00:00,2018-10-15 16:00:00,0,13,Overland Park,KS,
at.iaculis.quis@ultriciesadipiscing.edu,Women Social Media Fundraising,Sports,2018-06-16 05:00:00,2018-06-16 14:00:00,0,20,Shreveport,LA,
non.vestibulum@imperdietornareIn.org,Politics Charity,Women,2018-03-22 23:00:00,2018-03-23 08:00:00,0,10,Nashville,TN,
habitant.morbi@egestashendrerit.edu,Health Walk,Human Rights,2019-11-03 07:00:00,2019-11-04 00:00:00,0,8,Anchorage,AK,
nibh.sit.amet@tinciduntadipiscingMauris.co.uk,Arts and Crafts Drive,Sports,2018-12-05 00:00:00,2018-12-05 10:00:00,0,8,Fairbanks,AK,
nonummy.ipsum.non@luctusutpellentesque.org,Hunger Charity,Technology,2020-02-26 19:00:00,2020-02-27 07:00:00,0,15,Norfolk,VA,
lacus.Quisque@at.org,Technology Walk,Environment,2018-11-30 03:00:00,2018-11-30 18:00:00,0,16,Aurora,CO,
ultricies.sem.magna@blandit.ca,Health Guest Speaker,Environment,2019-09-16 02:00:00,2019-09-16 18:00:00,0,15,Dover,DE,
tincidunt@disparturientmontes.co.uk,Human Rights Social Media Fundraising,Environment,2019-07-24 15:00:00,2019-07-25 14:00:00,0,2,Davenport,IA,
nibh@liberonecligula.ca,Animals Charity,Homeless,2019-02-17 18:00:00,2019-02-18 09:00:00,0,24,Virginia Beach,VA,
eu.tellus@aclibero.ca,LGBT Charity,Homeless,2019-09-10 10:00:00,2019-09-10 14:00:00,0,18,Fayetteville,AR,
nisl.elementum@Inmi.com,Politics Drive,Faith-based,2018-09-28 04:00:00,2018-09-29 03:00:00,0,21,Southaven,MS,
tellus.Aenean.egestas@metuseuerat.com,Faith-based Foundation,LGBT,2019-11-15 21:00:00,2019-11-16 13:00:00,0,3,South Portland,ME,
cursus.et@sodalespurusin.edu,Seniors Foundation,Seniors,2019-07-14 13:00:00,2019-07-15 04:00:00,0,24,Columbia,MD,
Suspendisse@etipsum.net,Hunger Drive,Politics,2018-08-03 19:00:00,2018-08-04 19:00:00,0,10,West Jordan,UT,
eu.eleifend.nec@Quisque.org,Women Charity Auction,Faith-based,2020-04-09 20:00:00,2020-04-10 05:00:00,0,19,Huntsville,AL,
tristique.senectus.et@ametmetusAliquam.org,Technology Foundation,International,2018-07-07 04:00:00,2018-07-07 10:00:00,0,6,Fairbanks,AK,
mi.enim@pede.co.uk,Environment Foundation,Sports,2019-06-15 14:00:00,2019-06-16 06:00:00,0,11,Rockville,MD,
fames.ac@necdiam.net,Health Walk,Hunger,2019-10-16 04:00:00,2019-10-16 06:00:00,0,18,Provo,UT,
arcu@loremsitamet.co.uk,Environment Drive,Health,2018-10-18 09:00:00,2018-10-18 19:00:00,0,11,Sioux City,IA,
gravida@Quisque.net,Health Charity Auction,Faith-based,2019-07-23 13:00:00,2019-07-24 01:00:00,0,4,Glendale,AZ,
consequat.purus@rutrum.co.uk,Faith-based Social Media Fundraising,Arts and Crafts,2019-11-14 05:00:00,2019-11-15 00:00:00,0,2,Helena,MT,
euismod.urna@tellus.co.uk,Youth Charity Auction,Disaster Relief,2019-12-22 11:00:00,2019-12-23 00:00:00,0,2,Springfield,MA,
dictum@cursus.com,Youth Drive,Homeless,2019-05-29 13:00:00,2019-05-29 18:00:00,0,13,Little Rock,AR,
eget.ipsum@vulputateeu.edu,Environment Walk,Animals,2018-03-21 00:00:00,2018-03-21 05:00:00,0,12,Bangor,ME,
Vivamus.non@elit.ca,Environment Foundation,Sports,2019-07-17 06:00:00,2019-07-17 10:00:00,0,7,Laramie,WY,
metus@imperdietnonvestibulum.net,Hunger Social Media Fundraising,Homeless,2020-01-17 20:00:00,2020-01-18 10:00:00,0,25,Helena,MT,
magnis@sit.net,Human Rights Foundation,Arts and Crafts,2018-03-26 16:00:00,2018-03-27 14:00:00,0,23,Cambridge,MA,
est.Mauris@vulputate.org,Politics Drive,LGBT,2018-02-11 03:00:00,2018-02-11 06:00:00,0,12,New Orleans,LA,
mus@miAliquam.net,Disaster Relief Charity Auction,Sports,2018-03-06 09:00:00,2018-03-06 11:00:00,0,3,Clarksville,TN,
magna.et.ipsum@etmagnisdis.net,Hunger Foundation,Youth,2018-12-22 00:00:00,2018-12-22 20:00:00,0,12,Gulfport,MS,
purus.ac@Craseutellus.com,Education Guest Speaker,Disaster Relief,2019-10-04 17:00:00,2019-10-04 19:00:00,0,6,Evansville,IN,
vel@aauctor.net,Women Charity Auction,Hunger,2019-09-10 19:00:00,2019-09-11 07:00:00,0,20,Sterling Heights,MI,
nec.metus.facilisis@rutrum.edu,Hunger Foundation,Health,2020-03-10 03:00:00,2020-03-10 06:00:00,0,15,Aurora,CO,
iaculis.aliquet.diam@Classaptent.net,Technology Guest Speaker,Animals,2019-08-16 15:00:00,2019-08-17 10:00:00,0,18,Butte,MT,
Fusce.diam.nunc@malesuadafamesac.org,Youth Charity,Disaster Relief,2018-09-01 14:00:00,2018-09-01 21:00:00,0,17,Minneapolis,MN,
arcu.Vivamus.sit@convallisdolor.com,Technology Drive,Faith-based,2019-07-17 17:00:00,2019-07-18 06:00:00,0,15,Iowa City,IA,
magna.tellus@FuscefeugiatLorem.co.uk,Homeless Drive,Seniors,2020-03-17 04:00:00,2020-03-17 19:00:00,0,12,Shreveport,LA,
eleifend.Cras@Aliquamvulputate.co.uk,Disaster Relief Guest Speaker,Disaster Relief,2018-02-21 05:00:00,2018-02-22 05:00:00,0,23,Savannah,GA,
nascetur.ridiculus@urna.com,Human Rights Charity Auction,Seniors,2020-04-09 01:00:00,2020-04-09 15:00:00,0,6,Hillsboro,OR,
egestas@purusmaurisa.ca,Seniors Charity Auction,Hunger,2019-12-02 10:00:00,2019-12-03 05:00:00,0,13,West Jordan,UT,
Quisque.imperdiet.erat@Donecegestas.org,Arts and Crafts Drive,Sports,2020-02-15 10:00:00,2020-02-15 14:00:00,0,20,Fayetteville,AR,
nisl@sit.org,Homeless Social Media Fundraising,Seniors,2018-03-07 13:00:00,2018-03-07 17:00:00,0,24,Springfield,IL,
eget.metus.In@adipiscinglacus.org,Human Rights Social Media Fundraising,Education,2019-01-22 18:00:00,2019-01-23 13:00:00,0,2,Oklahoma City,OK,
facilisi@duisemper.ca,Arts and Crafts Guest Speaker,Faith-based,2018-08-12 05:00:00,2018-08-12 15:00:00,0,25,Provo,UT,
laoreet.lectus@antedictum.co.uk,Sports Drive,Education,2019-11-25 15:00:00,2019-11-25 23:00:00,0,17,Covington,KY,
molestie.Sed@sit.co.uk,LGBT Charity,Seniors,2018-12-24 05:00:00,2018-12-24 20:00:00,0,8,Pittsburgh,PA,
a.neque.Nullam@ipsumSuspendisse.org,Arts and Crafts Charity,Homeless,2019-05-07 02:00:00,2019-05-07 22:00:00,0,5,Little Rock,AR,
ac.arcu.Nunc@semPellentesque.ca,Environment Walk,Health,2019-01-12 15:00:00,2019-01-13 05:00:00,0,16,Lakewood,CO,
ante@sollicitudina.ca,Environment Charity Auction,Health,2019-08-03 22:00:00,2019-08-04 07:00:00,0,9,Provo,UT,
congue.elit.sed@elitpharetraut.ca,Technology Charity,LGBT,2018-07-12 16:00:00,2018-07-13 15:00:00,0,21,Birmingham,AL,
volutpat@egestasSedpharetra.edu,Human Rights Charity,Environment,2019-01-08 16:00:00,2019-01-08 23:00:00,0,12,Davenport,IA,
id.mollis.nec@elit.ca,Health Drive,Disaster Relief,2019-04-24 07:00:00,2019-04-24 19:00:00,0,13,Iowa City,IA,
ante.Maecenas@libero.co.uk,Environment Drive,International,2018-06-26 12:00:00,2018-06-26 20:00:00,0,20,Denver,CO,
magna@eratEtiamvestibulum.org,Arts and Crafts Walk,Hunger,2018-03-18 17:00:00,2018-03-19 15:00:00,0,20,Henderson,NV,
pede.nec.ante@felis.org,Youth Foundation,Hunger,2018-11-04 13:00:00,2018-11-05 07:00:00,0,25,Bridgeport,CT,
sit.amet@atpretiumaliquet.net,Education Social Media Fundraising,Technology,2019-05-02 07:00:00,2019-05-02 17:00:00,0,7,North Las Vegas,NV,
ullamcorper@mi.ca,Disaster Relief Drive,Politics,2018-01-19 16:00:00,2018-01-19 20:00:00,0,6,Olympia,WA,
ac.nulla@Intincidunt.com,Youth Social Media Fundraising,LGBT,2018-03-20 16:00:00,2018-03-20 21:00:00,0,16,Louisville,KY,
vel.sapien.imperdiet@velfaucibus.ca,LGBT Social Media Fundraising,Politics,2018-05-31 18:00:00,2018-06-01 02:00:00,0,9,Baton Rouge,LA,
Donec.egestas@Donec.net,Technology Charity Auction,Hunger,2019-04-14 17:00:00,2019-04-14 21:00:00,0,17,Huntsville,AL,
libero.dui.nec@sedfacilisisvitae.ca,Faith-based Social Media Fundraising,Animals,2018-04-15 04:00:00,2018-04-15 18:00:00,0,7,Gary,IN,
odio.auctor@aliquetmolestietellus.ca,Politics Foundation,Seniors,2019-05-14 11:00:00,2019-05-14 21:00:00,0,9,Metairie,LA,
aliquet@nonlacinia.net,International Social Media Fundraising,Politics,2018-08-22 12:00:00,2018-08-22 14:00:00,0,19,West Jordan,UT,
Aliquam.vulputate.ullamcorper@DonectinciduntDonec.co.uk,Seniors Guest Speaker,Sports,2019-11-20 04:00:00,2019-11-20 23:00:00,0,15,Gillette,WY,
rutrum@in.ca,Technology Guest Speaker,Disaster Relief,2019-10-06 20:00:00,2019-10-07 11:00:00,0,23,Kapolei,HI,
lacus.Etiam.bibendum@idmollisnec.edu,Animals Walk,Youth,2018-01-29 02:00:00,2018-01-29 16:00:00,0,7,Shreveport,LA,
Pellentesque.habitant.morbi@egestas.edu,Disaster Relief Walk,Human Rights,2018-08-22 14:00:00,2018-08-23 12:00:00,0,5,Reading,PA,
est.tempor@diamnuncullamcorper.co.uk,Human Rights Walk,International,2019-03-15 18:00:00,2019-03-15 20:00:00,0,13,Omaha,NE,
sagittis.Duis@vitaesodales.org,Disaster Relief Drive,Women,2018-09-08 21:00:00,2018-09-09 18:00:00,0,23,Lexington,KY,
eros@sempererat.edu,Technology Charity Auction,Youth,2018-06-22 12:00:00,2018-06-22 23:00:00,0,6,Wichita,KS,
magna.nec@lobortisClassaptent.edu,Youth Charity Auction,Education,2018-03-28 00:00:00,2018-03-28 13:00:00,0,6,Missoula,MT,
Duis@Sedeunibh.ca,Arts and Crafts Charity,Politics,2019-10-20 17:00:00,2019-10-21 11:00:00,0,13,Juneau,AK,
mauris.aliquam.eu@auctor.org,Faith-based Social Media Fundraising,Technology,2019-07-11 14:00:00,2019-07-12 08:00:00,0,3,Missoula,MT,
est.Nunc@Phasellus.com,Health Foundation,Animals,2018-11-15 03:00:00,2018-11-15 06:00:00,0,22,Kailua,HI,
Nunc@FuscemollisDuis.co.uk,Politics Foundation,Homeless,2019-07-26 10:00:00,2019-07-27 07:00:00,0,19,Annapolis,MD,
massa@volutpatNulla.ca,Women Drive,Environment,2018-09-12 13:00:00,2018-09-13 11:00:00,0,2,Racine,WI,
magna.Praesent@velarcu.ca,Education Drive,Disaster Relief,2019-10-28 16:00:00,2019-10-28 19:00:00,0,2,Colorado Springs,CO,
Quisque.imperdiet@Duisvolutpat.net,Hunger Charity,Hunger,2018-11-08 15:00:00,2018-11-08 21:00:00,0,17,Metairie,LA,
iaculis.enim@orci.org,Environment Charity,International,2018-04-29 13:00:00,2018-04-30 07:00:00,0,9,Reno,NV,
odio@risusIn.org,Animals Walk,Disaster Relief,2020-02-16 21:00:00,2020-02-17 14:00:00,0,17,Wichita,KS,
dolor.vitae@Namporttitor.com,Women Guest Speaker,Sports,2018-12-01 16:00:00,2018-12-01 17:00:00,0,8,Wichita,KS,
sit@Namligula.ca,Faith-based Walk,LGBT,2020-02-08 00:00:00,2020-02-08 21:00:00,0,6,Provo,UT,
enim.Curabitur@Donecfeugiatmetus.com,Hunger Guest Speaker,Seniors,2018-06-06 20:00:00,2018-06-06 22:00:00,0,16,Cleveland,OH,
augue@tellus.edu,Sports Guest Speaker,Human Rights,2019-11-29 13:00:00,2019-11-29 23:00:00,0,18,Frederick,MD,
erat.vel@dui.com,Homeless Drive,Education,2018-12-16 11:00:00,2018-12-17 00:00:00,0,15,Gaithersburg,MD,
facilisis.eget.ipsum@aliquetmetus.co.uk,Arts and Crafts Charity Auction,Politics,2019-10-28 21:00:00,2019-10-29 21:00:00,0,9,Auburn,ME,
egestas@aliquam.co.uk,Sports Foundation,Education,2020-01-02 11:00:00,2020-01-03 04:00:00,0,21,Stamford,CT,
erat.semper@dignissim.com,Hunger Drive,Animals,2019-02-19 03:00:00,2019-02-19 19:00:00,0,5,Worcester,MA,
at@nonsollicitudina.com,Youth Charity,Education,2018-11-07 21:00:00,2018-11-08 09:00:00,0,8,Portland,OR,
in.consectetuer.ipsum@mollisvitae.org,International Guest Speaker,Environment,2018-04-11 01:00:00,2018-04-11 20:00:00,0,4,Mesa,AZ,
et@ametornarelectus.edu,Seniors Charity,Hunger,2019-06-07 17:00:00,2019-06-07 22:00:00,0,10,Frederick,MD,
at.pede.Cras@justoProinnon.net,Hunger Charity Auction,Faith-based,2018-06-15 22:00:00,2018-06-16 12:00:00,0,20,Shreveport,LA,
nec.malesuada@nibhsit.net,Women Charity,Seniors,2018-10-17 11:00:00,2018-10-18 06:00:00,0,10,Anchorage,AK,
purus.gravida@vestibulumnec.edu,Seniors Guest Speaker,Technology,2018-04-29 08:00:00,2018-04-30 05:00:00,0,3,Eugene,OR,
sociosqu@acmattisvelit.co.uk,Homeless Foundation,Hunger,2018-04-03 08:00:00,2018-04-04 00:00:00,0,17,Milwaukee,WI,
Mauris.magna@utsemNulla.org,Technology Charity Auction,Faith-based,2020-03-20 03:00:00,2020-03-20 11:00:00,0,6,Saint Paul,MN,
urna.nec@ut.net,International Social Media Fundraising,Sports,2018-06-15 18:00:00,2018-06-15 21:00:00,0,3,Norfolk,VA,
enim@quis.ca,Women Walk,Environment,2018-04-03 00:00:00,2018-04-03 10:00:00,0,10,Rockville,MD,
aliquam.adipiscing.lacus@nuncQuisque.co.uk,Human Rights Charity Auction,Human Rights,2018-05-25 20:00:00,2018-05-26 00:00:00,0,24,Waterbury,CT,
congue.turpis@per.net,Youth Foundation,Arts and Crafts,2020-04-09 23:00:00,2020-04-10 03:00:00,0,22,Savannah,GA,
nibh.dolor@Phasellus.co.uk,Sports Charity,Homeless,2018-12-22 00:00:00,2018-12-22 01:00:00,0,11,Indianapolis,IN,
luctus.et.ultrices@ornareliberoat.edu,Politics Foundation,Youth,2018-03-08 08:00:00,2018-03-08 23:00:00,0,12,Sandy,UT,
purus.ac.tellus@orciconsectetuer.net,International Guest Speaker,Technology,2018-02-18 23:00:00,2018-02-19 04:00:00,0,18,Spokane,WA,
Cras.dolor.dolor@sagittisDuis.edu,Women Social Media Fundraising,Hunger,2019-03-11 12:00:00,2019-03-12 08:00:00,0,13,Pike Creek,DE,
sem.Nulla@utipsum.com,Technology Social Media Fundraising,Homeless,2020-02-01 16:00:00,2020-02-02 09:00:00,0,12,Broken Arrow,OK,
feugiat.placerat.velit@eu.co.uk,Hunger Charity Auction,Politics,2018-09-21 15:00:00,2018-09-22 10:00:00,0,15,Columbia,MO,
adipiscing@Phasellus.edu,International Walk,Youth,2018-09-28 13:00:00,2018-09-28 14:00:00,0,2,Oklahoma City,OK,
consectetuer.adipiscing@necurnaet.ca,Hunger Foundation,Faith-based,2018-02-21 04:00:00,2018-02-21 10:00:00,0,24,Dallas,TX,
sit.amet.ultricies@amagnaLorem.ca,Human Rights Guest Speaker,Hunger,2019-10-14 02:00:00,2019-10-15 02:00:00,0,24,New Orleans,LA,
luctus.ipsum@MorbivehiculaPellentesque.org,Environment Charity Auction,Human Rights,2018-12-12 13:00:00,2018-12-13 08:00:00,0,10,Covington,KY,
habitant@a.edu,Environment Social Media Fundraising,Animals,2018-07-08 05:00:00,2018-07-08 10:00:00,0,7,Springdale,AR,
euismod.ac@ac.co.uk,LGBT Charity,Homeless,2019-08-04 19:00:00,2019-08-05 11:00:00,0,12,Olympia,WA,
sapien@Nulla.org,Health Social Media Fundraising,Environment,2018-05-24 10:00:00,2018-05-25 09:00:00,0,2,Carson City,NV,
neque.venenatis@ut.net,Youth Social Media Fundraising,Human Rights,2019-01-09 15:00:00,2019-01-10 11:00:00,0,22,Vancouver,WA,
hendrerit.neque.In@risusNulla.ca,Politics Charity Auction,Education,2019-08-05 00:00:00,2019-08-05 21:00:00,0,15,Wyoming,WY,
vel.mauris@Sed.net,Health Foundation,Women,2019-09-30 00:00:00,2019-09-30 12:00:00,0,4,Helena,MT,
ut.molestie.in@uteros.org,LGBT Charity Auction,Faith-based,2018-03-12 06:00:00,2018-03-12 09:00:00,0,6,Gaithersburg,MD,
non.hendrerit.id@arcuimperdietullamcorper.com,Women Charity,Disaster Relief,2018-04-19 01:00:00,2018-04-20 01:00:00,0,2,Hattiesburg,MS,
vel.lectus.Cum@congue.net,Sports Social Media Fundraising,Environment,2018-01-07 08:00:00,2018-01-07 17:00:00,0,8,Tallahassee,FL,
molestie.Sed@pellentesque.org,LGBT Guest Speaker,LGBT,2020-01-08 03:00:00,2020-01-08 09:00:00,0,4,Owensboro,KY,
nisl.Nulla@mi.co.uk,Animals Social Media Fundraising,Seniors,2020-03-31 08:00:00,2020-03-31 18:00:00,0,5,Cheyenne,WY,
id.blandit.at@pede.co.uk,Women Social Media Fundraising,Animals,2019-02-07 08:00:00,2019-02-07 20:00:00,0,2,Chattanooga,TN,
nec.imperdiet@Lorem.co.uk,International Guest Speaker,Hunger,2018-05-07 13:00:00,2018-05-08 09:00:00,0,6,Nampa,ID,
rhoncus.id@ornareliberoat.edu,Youth Guest Speaker,Animals,2018-07-26 20:00:00,2018-07-27 00:00:00,0,7,San Jose,CA,
Quisque.fringilla.euismod@tristiqueneque.net,Animals Social Media Fundraising,Environment,2018-10-06 22:00:00,2018-10-07 21:00:00,0,18,Norman,OK,
lorem.sit@Aeneaneuismodmauris.net,Hunger Walk,International,2020-02-14 04:00:00,2020-02-15 03:00:00,0,17,South Bend,IN,
