pid,creator_email,project_name,tag,project_date,day_of_week,start_time,end_time,curr_capacity,goal_capacity,city,state,description
9235,tellus@etarcuimperdiet.com,Education Drive,Technology,5/11/2017,monday,13,14,0,2,Fort Worth,ID,
9236,tristique.senectus.et@aliquamiaculis.net,Disaster Relief Walk,Hunger,7/11/2017,monday,8,11,0,11,Rutland,IA,
9237,Cras.eget@elitCurabitur.com,Youth Charity,Homeless,8/1/2018,wednesday,7,10,0,5,Fort Collins,OK,
9238,vulputate.posuere.vulputate@ante.com,Human Rights Drive,Homeless,12/28/2018,friday,9,12,0,4,Hattiesburg,OK,
9239,lectus@et.org,Animals Charity,Homeless,7/20/2018,saturday,12,15,0,9,Duluth,MA,
9240,aliquet@egetodioAliquam.co.uk,Disaster Relief Drive,Human Rights,7/5/2018,thursday,12,15,0,2,Phoenix,WY,
9241,neque.Nullam@vestibulum.edu,Arts and Crafts Guest Speaker,Seniors,10/20/2017,monday,10,12,0,20,Iowa City,DE,
9242,tellus.id@fringilla.com,Homeless Foundation,International,2/25/2018,sunday,14,15,0,14,Tampa,IN,
9243,purus.sapien.gravida@Naminterdumenim.com,Hunger Foundation,Politics,12/29/2018,saturday,9,12,0,5,Dover,CT,
9244,Proin.non@duiSuspendisseac.net,Animals Charity,Hunger,1/18/2018,monday,12,14,0,19,Covington,IN,
9245,dictum@feugiattellus.net,International Walk,Youth,11/1/2018,monday,8,9,0,7,Olympia,WY,
9246,sit@mienimcondimentum.com,Human Rights Drive,Sports,7/11/2017,sunday,8,10,0,24,Ketchikan,OH,
9247,aliquam.adipiscing.lacus@nuncQuisque.co.uk,International Drive,Disaster Relief,5/26/2017,monday,12,13,0,12,Glendale,IA,
9248,mauris.rhoncus.id@auctorMaurisvel.net,Faith-based Foundation,Human Rights,9/20/2018,sunday,16,19,0,15,Cleveland,AK,
9249,Mauris.nulla@pellentesquea.edu,Human Rights Guest Speaker,Faith-based,5/1/2017,tuesday,10,11,0,20,Georgia,NE,
9250,Aliquam@Fuscemollis.com,LGBT Walk,Human Rights,1/25/2019,sunday,13,15,0,7,Shreveport,IA,
9251,Aenean@tinciduntcongue.net,Homeless Drive,Faith-based,10/20/2017,saturday,10,11,0,23,Little Rock,OH,
9252,euismod@Suspendisse.org,Arts and Crafts Foundation,Human Rights,8/1/2017,tuesday,10,13,0,4,Cheyenne,AK,
9253,ante.blandit.viverra@luctusvulputatenisi.net,Women Guest Speaker,Hunger,4/26/2017,monday,9,10,0,6,Flint,MD,
9254,Aliquam.ornare@metus.com,Environment Foundation,International,6/14/2018,saturday,13,15,0,21,Bellevue,AR,
9255,consectetuer.euismod@non.net,Animals Walk,Politics,4/27/2017,monday,12,15,0,11,Pittsburgh,AZ,
9256,Vivamus.nisi.Mauris@arcuAliquamultrices.org,Environment Social Media Fundraising,Environment,1/24/2019,sunday,14,17,0,15,Gaithersburg,NV,
9257,semper.pretium.neque@dolordolortempus.co.uk,Sports Guest Speaker,LGBT,11/28/2017,monday,17,18,0,2,Norfolk,OR,
9258,consequat.purus@rutrum.co.uk,Health Walk,Disaster Relief,11/24/2018,tuesday,7,9,0,25,Gaithersburg,TX,
9259,blandit@ornareplaceratorci.edu,Arts and Crafts Drive,Education,2/6/2017,saturday,7,8,0,3,Allentown,VA,
9260,leo.Vivamus@velvenenatis.net,Technology Social Media Fundraising,LGBT,7/9/2017,tuesday,13,16,0,6,Lewiston,AZ,
9261,Sed.id.risus@dignissim.net,Women Walk,Seniors,12/20/2018,monday,16,18,0,3,Honolulu,KY,
9262,at.egestas.a@Proinsed.co.uk,Health Drive,Disaster Relief,12/15/2017,wednesday,16,17,0,5,North Las Vegas,CT,
9263,ligula@egestas.com,Technology Charity,Women,8/8/2017,saturday,13,14,0,23,Honolulu,TX,
9264,nunc@elementumsem.org,Environment Drive,Education,4/15/2017,thursday,10,13,0,5,Wilmington,WA,
9265,leo@velitduisemper.org,Politics Charity,Environment,4/13/2017,monday,12,15,0,3,San Antonio,TN,
9266,vel.arcu.Curabitur@egestasAliquam.ca,Arts and Crafts Foundation,Technology,4/3/2018,sunday,17,18,0,9,Baltimore,WA,
9267,enim@Mauris.ca,Education Drive,Disaster Relief,3/5/2019,saturday,14,17,0,2,Worcester,DE,
9268,ornare.lectus@magnaetipsum.edu,LGBT Drive,Youth,3/14/2017,saturday,7,9,0,13,Shreveport,AL,
9269,pellentesque.tellus@necluctus.com,Politics Foundation,Animals,7/15/2018,sunday,7,8,0,6,Rockford,VT,
9270,dapibus@quistristique.co.uk,Disaster Relief Walk,International,7/4/2018,sunday,14,17,0,24,Madison,FL,
9271,eu.ligula.Aenean@eratEtiam.co.uk,Women Social Media Fundraising,Arts and Crafts,1/25/2017,monday,17,18,0,3,Billings,WI,
9272,scelerisque.neque.sed@est.ca,Human Rights Charity,LGBT,7/12/2017,monday,14,15,0,20,Spokane,OH,
9273,ac@Nunclectus.net,Environment Foundation,Seniors,1/29/2017,saturday,10,11,0,16,Grand Island,IL,
9274,est.ac.mattis@ullamcorper.co.uk,Homeless Foundation,Animals,9/6/2018,friday,17,18,0,15,Kansas City,MN,
9275,nibh.enim@ornaretortor.org,Health Walk,Disaster Relief,1/22/2018,wednesday,13,15,0,5,Carson City,IL,
9276,erat.volutpat@cursusluctusipsum.net,Disaster Relief Charity Auction,Women,9/17/2017,tuesday,7,9,0,22,Bozeman,UT,
9277,Quisque.libero.lacus@eratvolutpatNulla.org,International Charity,Sports,9/21/2018,thursday,7,9,0,11,Wilmington,TN,
9278,nulla.Donec.non@liberoProin.ca,Arts and Crafts Charity Auction,Arts and Crafts,10/1/2017,sunday,9,10,0,7,Lowell,UT,
9279,sit@Crasegetnisi.ca,Arts and Crafts Walk,Youth,3/10/2017,thursday,13,16,0,9,Davenport,VA,
9280,porttitor@risus.ca,Technology Charity,Women,4/8/2018,tuesday,16,19,0,8,Juneau,WI,
9281,viverra.Donec@nequeIn.com,Women Walk,Health,8/7/2018,monday,9,12,0,3,Gresham,UT,
9282,orci.adipiscing.non@lectusjusto.com,Technology Social Media Fundraising,LGBT,11/14/2018,tuesday,16,18,0,12,Portland,IA,
9283,commodo.hendrerit@purus.org,Youth Drive,LGBT,3/16/2019,tuesday,16,19,0,16,Sioux City,AL,
9284,sed.pede.Cum@euaugueporttitor.edu,Disaster Relief Charity,Human Rights,12/5/2018,friday,16,17,0,15,Tacoma,ID,
9285,et@Curabitur.ca,Women Guest Speaker,Youth,11/24/2017,tuesday,10,12,0,2,Sioux City,VA,
9286,purus.Maecenas@dolor.co.uk,Homeless Charity,Sports,5/7/2017,saturday,7,8,0,15,Kaneohe,DE,
9287,Aliquam.rutrum.lorem@nibh.net,Homeless Social Media Fundraising,Faith-based,5/6/2018,saturday,14,15,0,22,Columbus,NE,
9288,semper.rutrum.Fusce@ipsumCurabitur.net,Human Rights Social Media Fundraising,Faith-based,10/6/2018,wednesday,15,17,0,3,Little Rock,CA,
9289,Fusce.mi.lorem@aliquetdiam.edu,Youth Charity Auction,Disaster Relief,9/20/2018,saturday,14,17,0,17,Gulfport,VA,
9290,elit@ultricies.net,Technology Drive,International,7/26/2018,monday,15,17,0,10,Fort Collins,KS,
9291,Donec@auctorMauris.net,Seniors Charity,LGBT,5/11/2017,thursday,10,12,0,6,Miami,TN,
9292,Nullam.ut.nisi@erat.org,Sports Drive,Homeless,5/19/2017,wednesday,15,18,0,24,Saint Louis,IA,
9293,dui.lectus@Pellentesquehabitant.com,International Social Media Fundraising,Health,3/17/2018,saturday,8,11,0,16,San Antonio,WY,
9294,nec.urna@musAenean.edu,Disaster Relief Social Media Fundraising,International,3/2/2019,wednesday,11,13,0,17,Gaithersburg,VA,
9295,sagittis.lobortis@sollicitudin.edu,Technology Charity Auction,Education,4/29/2017,monday,14,15,0,12,Nampa,KY,
9296,lorem.luctus@utcursus.ca,Health Foundation,Women,11/27/2017,monday,16,19,0,12,Montgomery,NV,
9297,orci.luctus@parturientmontes.org,Human Rights Guest Speaker,Sports,2/21/2017,thursday,16,19,0,6,Erie,AK,
9298,arcu.Nunc.mauris@tristiquesenectuset.ca,Arts and Crafts Foundation,Technology,4/28/2017,tuesday,15,16,0,3,Newark,TX,
9299,semper.Nam@adipiscingelitEtiam.net,Sports Walk,Technology,12/19/2018,sunday,13,16,0,6,Lewiston,MD,
9300,velit.Aliquam.nisl@semPellentesque.net,Politics Charity,Technology,7/3/2018,wednesday,17,19,0,15,Broken Arrow,TN,
9301,diam.lorem@nonbibendumsed.edu,Health Foundation,Arts and Crafts,1/28/2018,sunday,17,20,0,22,Billings,TX,
9302,urna.convallis@Sed.co.uk,LGBT Social Media Fundraising,International,1/25/2017,wednesday,11,12,0,25,Los Angeles,IL,
9303,luctus@tortornibh.net,Health Walk,Health,8/19/2018,tuesday,7,8,0,12,San Antonio,MT,
9304,quis.pede.Suspendisse@nonarcuVivamus.com,Hunger Foundation,Hunger,4/11/2018,saturday,14,17,0,21,Racine,MI,
9305,augue.eu.tellus@Donec.com,Disaster Relief Foundation,Youth,3/19/2019,wednesday,12,15,0,2,Biloxi,OR,
9306,nibh@Quisque.edu,Politics Social Media Fundraising,Hunger,11/9/2018,thursday,15,18,0,14,Missoula,AZ,
9307,quis.pede@euplacerateget.net,LGBT Walk,Human Rights,2/2/2018,monday,8,11,0,17,Pocatello,MT,
9308,lorem@auctornon.ca,Hunger Charity Auction,Women,3/13/2017,tuesday,16,17,0,13,Bear,WI,
9309,varius@convallis.com,Arts and Crafts Walk,Human Rights,7/14/2017,sunday,16,19,0,4,Saint Louis,ID,
9310,ultrices.posuere.cubilia@Etiam.ca,Animals Charity,Arts and Crafts,5/27/2017,wednesday,10,11,0,23,Milwaukee,CT,
9311,tincidunt.dui@egestas.com,Homeless Charity Auction,Disaster Relief,4/10/2017,thursday,9,12,0,17,Paradise,TX,
9312,aliquet.odio@nisi.co.uk,Seniors Foundation,Seniors,10/12/2018,thursday,17,18,0,16,Jacksonville,IN,
9313,eget.varius@imperdiet.ca,Disaster Relief Charity,Environment,6/23/2017,saturday,15,18,0,7,Milwaukee,VT,
9314,ut@scelerisquenequesed.net,Youth Guest Speaker,Sports,11/3/2018,sunday,15,16,0,25,Aurora,CT,
9315,eu.odio.tristique@luctusaliquet.com,Sports Foundation,Environment,9/8/2018,sunday,12,15,0,24,Stamford,ME,
9316,Nunc.pulvinar.arcu@eueleifend.org,LGBT Drive,Homeless,10/16/2018,tuesday,17,18,0,16,Cedar Rapids,PA,
9317,cursus.et.eros@velitjusto.org,Arts and Crafts Foundation,Politics,5/1/2017,tuesday,12,14,0,14,San Diego,VA,
9318,nec.mollis.vitae@accumsanlaoreet.net,Animals Charity Auction,Faith-based,4/7/2018,saturday,11,14,0,16,Annapolis,WY,
9319,hendrerit.Donec.porttitor@nibhenim.com,Politics Walk,Animals,1/9/2017,friday,7,8,0,19,South Portland,AR,
9320,ac.mattis@mauris.com,Politics Social Media Fundraising,Seniors,10/23/2018,friday,15,16,0,24,Provo,PA,
9321,velit@et.ca,Youth Charity,Homeless,1/16/2017,wednesday,15,16,0,16,Columbia,GA,
9322,augue@ultricesposuere.org,Women Charity,Arts and Crafts,11/18/2017,tuesday,16,19,0,14,Colorado Springs,VA,
9323,rhoncus.id@non.edu,Disaster Relief Charity Auction,Youth,8/7/2018,monday,13,15,0,11,Aurora,GA,
9324,arcu@temporlorem.com,Health Walk,Homeless,3/23/2017,sunday,10,11,0,15,Des Moines,IN,
9325,dignissim.lacus.Aliquam@Suspendisseseddolor.net,LGBT Guest Speaker,Disaster Relief,11/5/2017,sunday,15,16,0,6,Phoenix,MT,
9326,lacus.Aliquam@a.net,Education Charity,Hunger,2/2/2019,thursday,12,13,0,11,Eugene,CT,
9327,vitae@turpisvitaepurus.co.uk,Faith-based Walk,International,12/23/2018,wednesday,9,11,0,6,Austin,OR,
9328,a.nunc@ipsumdolorsit.com,Environment Charity Auction,International,8/22/2017,thursday,11,12,0,12,Lexington,NV,
9329,eget.tincidunt@pede.edu,Sports Drive,Arts and Crafts,11/6/2018,monday,17,19,0,18,Bridgeport,AL,
9330,cursus@libero.edu,Environment Foundation,LGBT,4/8/2019,thursday,12,15,0,9,Tallahassee,MI,
9331,ultricies.sem.magna@blandit.ca,Technology Guest Speaker,Environment,2/16/2019,monday,12,15,0,5,Sterling Heights,OK,
9332,egestas.hendrerit.neque@Inmi.ca,Women Social Media Fundraising,Technology,2/22/2018,monday,8,11,0,5,Cleveland,KY,
9333,Maecenas.iaculis.aliquet@vitaevelitegestas.org,Technology Social Media Fundraising,LGBT,5/20/2018,tuesday,12,13,0,2,Kansas City,MD,
9334,Duis@etipsumcursus.co.uk,Human Rights Charity,Education,9/2/2017,monday,10,13,0,7,Provo,IA,
9335,et.nunc@elitEtiamlaoreet.co.uk,International Charity Auction,Hunger,7/13/2018,monday,12,14,0,18,Clarksville,AR,
9336,quis@urnaNuncquis.net,Politics Social Media Fundraising,Hunger,6/6/2017,wednesday,16,18,0,21,Omaha,MA,
9337,Maecenas@Nullaeuneque.ca,Environment Charity Auction,Women,7/5/2017,thursday,17,18,0,21,Fort Smith,VT,
9338,pede@fermentumconvallis.ca,Animals Drive,Technology,11/12/2018,friday,8,11,0,23,Birmingham,MA,
9339,fames.ac@etmagnisdis.co.uk,Hunger Walk,International,1/8/2017,tuesday,16,17,0,20,Miami,MS,
9340,gravida@vel.edu,Technology Charity Auction,International,12/22/2017,tuesday,17,20,0,4,Laramie,DE,
9341,sapien@molestiein.ca,Environment Social Media Fundraising,Environment,8/8/2018,saturday,17,18,0,7,San Diego,CA,
9342,id.ante@condimentumDonecat.com,International Drive,Faith-based,10/12/2017,friday,7,9,0,18,Columbia,IN,
9343,scelerisque@etmagnis.edu,Homeless Foundation,LGBT,11/5/2017,thursday,8,11,0,8,Frederick,MD,
9344,Nulla.tincidunt@odioa.ca,Disaster Relief Charity,Arts and Crafts,4/14/2019,saturday,13,15,0,3,Nampa,TN,
9345,dignissim.Maecenas.ornare@egestasadui.net,Environment Social Media Fundraising,Youth,2/8/2017,tuesday,15,17,0,13,Atlanta,WI,
9346,nec.ligula.consectetuer@Curae.co.uk,Health Social Media Fundraising,Health,1/19/2019,sunday,11,14,0,25,Great Falls,AR,
9347,tortor.nibh@aliquetnec.co.uk,Youth Social Media Fundraising,Women,4/7/2019,monday,7,8,0,9,Georgia,LA,
9348,lacus@nonsapienmolestie.co.uk,Animals Walk,Technology,12/12/2017,wednesday,9,10,0,10,Newport News,VT,
9349,Nunc@maurisid.net,Sports Charity,Women,2/3/2019,monday,9,10,0,9,Las Vegas,WY,
9350,risus@dolor.edu,Hunger Charity Auction,International,11/7/2018,friday,12,14,0,25,Oklahoma City,LA,
9351,nunc.ullamcorper.eu@atpretium.co.uk,Disaster Relief Social Media Fundraising,LGBT,8/7/2017,monday,14,15,0,5,St. Petersburg,WI,
9352,ultrices.mauris.ipsum@utipsumac.ca,Arts and Crafts Walk,Animals,6/8/2017,tuesday,15,16,0,22,Milwaukee,PA,
9353,ipsum@InloremDonec.edu,Human Rights Guest Speaker,Women,3/20/2018,friday,13,14,0,3,Mesa,VA,
9354,vitae.semper@pede.net,Health Social Media Fundraising,Animals,9/24/2017,saturday,8,9,0,17,Augusta,CA,
9355,vitae@interdumSed.co.uk,Women Charity,Animals,3/22/2019,monday,11,14,0,2,Nashville,KS,
9356,sit@turpisegestasFusce.com,Hunger Charity Auction,Women,1/9/2017,sunday,9,10,0,16,Casper,HI,
9357,Fusce.mi.lorem@lectusNullam.ca,LGBT Social Media Fundraising,Politics,3/10/2018,thursday,16,18,0,13,Gresham,OH,
9358,Proin.vel.nisl@et.net,Human Rights Walk,Seniors,1/8/2018,thursday,9,11,0,5,Jacksonville,TN,
9359,aliquam.eu.accumsan@Maurisvestibulum.ca,Technology Foundation,Sports,4/4/2017,wednesday,11,14,0,16,Portland,AR,
9360,erat@dictum.org,Human Rights Foundation,Faith-based,5/13/2018,saturday,15,17,0,7,Tucson,MT,
9361,quis@magnaUttincidunt.edu,Seniors Social Media Fundraising,Disaster Relief,6/5/2018,monday,15,16,0,7,Nashville,UT,
9362,est.congue.a@fringillamilacinia.net,Youth Foundation,Arts and Crafts,7/15/2018,sunday,13,16,0,20,Pike Creek,IN,
9363,congue.elit@nec.ca,Health Drive,Human Rights,1/5/2017,tuesday,10,13,0,22,Laramie,WY,
9364,eget.varius.ultrices@Aliquamrutrum.org,Health Walk,Environment,4/18/2017,tuesday,12,14,0,25,Chattanooga,KY,
9365,vel@luctus.ca,Youth Drive,Seniors,7/25/2018,saturday,15,18,0,17,Kailua,MA,
9366,rutrum@neque.net,Women Foundation,Animals,7/9/2018,thursday,9,10,0,24,Birmingham,AZ,
9367,Duis.elementum@penatibusetmagnis.com,LGBT Walk,Sports,10/5/2017,monday,16,18,0,19,Jackson,MI,
9368,malesuada.fames@ultriciesdignissimlacus.net,Animals Charity,International,9/16/2018,tuesday,7,10,0,18,Burlington,AZ,
9369,Maecenas@libero.net,LGBT Foundation,LGBT,8/15/2018,saturday,15,16,0,17,South Bend,UT,
9370,sit.amet@risusNunc.edu,Education Foundation,Health,12/15/2018,thursday,15,18,0,7,College,PA,
9371,lobortis@doloregestas.edu,LGBT Foundation,Politics,2/12/2017,monday,14,15,0,6,Kenosha,AZ,
9372,auctor.nunc.nulla@luctus.org,Homeless Social Media Fundraising,LGBT,3/21/2017,tuesday,7,8,0,20,Ketchikan,AK,
9373,neque.Sed.eget@quam.ca,Hunger Walk,Technology,4/20/2018,wednesday,11,14,0,7,Pittsburgh,DE,
9374,facilisis.magna.tellus@enimconsequatpurus.net,Environment Foundation,Arts and Crafts,10/7/2017,thursday,14,16,0,22,Rutland,NV,
9375,gravida.molestie@Maecenasornare.com,Technology Social Media Fundraising,Hunger,7/18/2017,sunday,10,12,0,4,Overland Park,WI,
9376,Curabitur@nasceturridiculusmus.edu,Animals Charity Auction,Animals,2/17/2017,friday,16,19,0,22,Grand Island,MA,
9377,Pellentesque.habitant.morbi@egestas.edu,Environment Walk,International,1/24/2017,saturday,10,11,0,18,Norman,MS,
9378,tincidunt.dui@sollicitudina.net,Youth Foundation,Hunger,7/5/2017,saturday,8,9,0,9,Kaneohe,KS,
9379,Donec.sollicitudin@laoreetposuere.edu,Education Guest Speaker,Human Rights,12/6/2018,saturday,16,19,0,19,Billings,GA,
9380,ut.nisi.a@aliquetmolestie.ca,Environment Guest Speaker,Homeless,6/2/2017,sunday,10,12,0,18,Fresno,IL,
9381,sem.ut@eratvel.org,Technology Social Media Fundraising,Environment,1/14/2019,tuesday,16,19,0,11,Joliet,OH,
9382,vitae.velit.egestas@accumsanconvallisante.edu,Education Charity,Technology,4/2/2019,friday,12,14,0,16,Augusta,KY,
9383,sed.consequat.auctor@Aliquam.net,Hunger Guest Speaker,Faith-based,10/22/2018,saturday,10,11,0,2,Kaneohe,PA,
9384,vel.arcu.Curabitur@uterosnon.co.uk,Seniors Walk,Hunger,2/4/2018,saturday,14,16,0,20,Lakewood,HI,
9385,pharetra.nibh.Aliquam@ipsumdolorsit.net,Technology Social Media Fundraising,Technology,10/19/2018,monday,13,16,0,12,Jackson,CO,
9386,mollis.non.cursus@gravida.co.uk,Health Charity Auction,Disaster Relief,10/31/2017,wednesday,9,12,0,21,Reno,MI,
9387,amet@consequat.co.uk,Seniors Charity,Homeless,2/22/2017,thursday,16,17,0,18,Boston,CT,
9388,ornare.facilisis@Donec.net,Human Rights Foundation,Animals,9/7/2017,wednesday,16,18,0,16,Meridian,OK,
9389,molestie@eleifend.org,Health Walk,LGBT,3/19/2019,friday,10,11,0,25,Biloxi,ID,
9390,Nam@elitafeugiat.co.uk,Hunger Foundation,Health,3/20/2017,sunday,13,14,0,18,Springfield,PA,
9391,neque.non.quam@eueuismod.com,Politics Foundation,Technology,11/1/2018,thursday,10,12,0,3,Lawton,NV,
9392,Donec@parturientmontesnascetur.ca,Homeless Drive,Disaster Relief,1/13/2018,thursday,17,19,0,9,Burlington,UT,
9393,quam.dignissim.pharetra@Nuncullamcorper.co.uk,Women Guest Speaker,Environment,11/3/2017,saturday,16,17,0,6,West Jordan,HI,
9394,quis.massa@nuncidenim.ca,International Drive,Health,3/8/2017,tuesday,13,14,0,15,Olathe,OR,
9395,accumsan.convallis@Nunc.net,Women Charity,Seniors,11/7/2018,saturday,15,18,0,5,Columbia,TX,
9396,est.ac@ipsum.edu,Women Charity Auction,LGBT,11/29/2018,thursday,11,13,0,6,Omaha,MI,
9397,at.libero.Morbi@enimNunc.net,Disaster Relief Charity Auction,Human Rights,6/12/2018,saturday,15,16,0,6,Fort Smith,OH,
9398,posuere.enim@estac.ca,Hunger Charity,Disaster Relief,8/19/2017,friday,10,11,0,10,Dallas,MO,
9399,Nulla.facilisis@odiotristiquepharetra.org,Animals Foundation,Disaster Relief,5/14/2018,sunday,7,10,0,6,Tallahassee,UT,
9400,Integer@mollisvitaeposuere.edu,Technology Social Media Fundraising,Education,9/11/2018,tuesday,12,13,0,15,Gaithersburg,CO,
9401,malesuada@ametornare.co.uk,Health Guest Speaker,Politics,1/19/2019,wednesday,11,13,0,14,Aurora,IA,
9402,lectus@MaurismagnaDuis.com,Women Guest Speaker,Faith-based,2/8/2017,thursday,11,14,0,3,Allentown,AK,
9403,montes.nascetur.ridiculus@euaugueporttitor.edu,International Guest Speaker,Environment,9/26/2017,saturday,11,13,0,17,Richmond,NE,
9404,interdum@Namconsequatdolor.com,Disaster Relief Foundation,Health,5/24/2018,monday,8,9,0,15,Worcester,NE,
9405,odio.auctor@pharetra.com,Homeless Guest Speaker,Sports,5/1/2018,monday,11,13,0,17,Duluth,AR,
9406,cursus@erosProinultrices.com,LGBT Charity,Disaster Relief,5/29/2017,sunday,9,11,0,22,Mesa,AZ,
9407,arcu.Sed.et@semut.com,Faith-based Drive,Faith-based,5/9/2018,thursday,14,17,0,6,Waterbury,MI,
9408,ridiculus.mus@cursusaenim.edu,Hunger Foundation,Youth,5/25/2017,thursday,9,10,0,23,Olathe,TX,
9409,vitae@risusDonec.net,Seniors Drive,Disaster Relief,6/9/2018,thursday,14,15,0,4,Rochester,MI,
9410,Donec@maurisa.edu,Arts and Crafts Foundation,Sports,11/27/2017,monday,14,15,0,17,Tacoma,GA,
9411,enim@magnamalesuada.edu,Disaster Relief Guest Speaker,Disaster Relief,4/6/2019,sunday,10,12,0,17,Honolulu,MS,
9412,ornare.In@Fusce.org,Hunger Charity Auction,Faith-based,4/14/2017,thursday,7,9,0,11,Columbus,MO,
9413,Duis.dignissim.tempor@Maecenasmi.org,Youth Foundation,Environment,5/17/2017,monday,15,16,0,8,West Jordan,CT,
9414,Nunc.sed@ullamcorperDuiscursus.co.uk,Education Guest Speaker,Women,5/31/2018,thursday,9,11,0,13,Lansing,HI,
9415,Fusce.diam.nunc@justosit.net,LGBT Charity,LGBT,4/7/2019,tuesday,13,16,0,4,Olympia,NV,
9416,tortor@adipiscing.net,International Charity Auction,Women,5/9/2018,sunday,12,15,0,18,Olathe,AK,
9417,tellus@temporaugue.net,Environment Drive,Human Rights,10/19/2018,saturday,16,19,0,17,Mobile,MA,
9418,risus.Nunc.ac@eutellus.org,Sports Guest Speaker,Faith-based,4/5/2019,sunday,13,14,0,4,Springfield,GA,
9419,Donec.tempus.lorem@consectetuer.ca,Sports Foundation,International,1/13/2017,monday,17,20,0,15,Tucson,MN,
9420,rutrum@mollis.co.uk,Seniors Guest Speaker,Homeless,9/24/2018,sunday,9,10,0,2,Tucson,AL,
9421,rutrum.non@Aliquam.co.uk,Technology Walk,Disaster Relief,1/23/2017,thursday,11,12,0,2,Seattle,OH,
9422,enim.Etiam@id.net,LGBT Drive,LGBT,2/6/2018,monday,17,18,0,22,Kansas City,GA,
9423,neque.non@maurisa.com,International Drive,Women,1/25/2018,thursday,10,13,0,4,Denver,AR,
9424,libero.Integer@accumsaninterdumlibero.com,Animals Charity,Arts and Crafts,8/22/2017,monday,12,14,0,10,Detroit,FL,
9425,lacus@inconsectetueripsum.com,Education Social Media Fundraising,Disaster Relief,3/2/2018,sunday,17,20,0,4,Lexington,LA,
9426,sem.molestie.sodales@augueacipsum.net,Sports Guest Speaker,Education,2/5/2019,tuesday,7,10,0,24,Great Falls,MT,
9427,neque.Morbi.quis@dictummi.net,Disaster Relief Foundation,Arts and Crafts,10/17/2017,friday,9,10,0,21,Grand Island,NE,
9428,sem@risus.com,Human Rights Social Media Fundraising,LGBT,6/23/2018,wednesday,13,14,0,16,Pocatello,MO,
9429,urna.nec.luctus@Sed.net,Human Rights Foundation,Youth,6/2/2018,sunday,10,11,0,9,Spokane,TN,
9430,metus@pedeSuspendisse.co.uk,Technology Walk,Disaster Relief,10/16/2017,sunday,9,12,0,13,Waterbury,KS,
9431,enim.condimentum@loremeget.ca,Health Foundation,Animals,3/2/2017,thursday,14,15,0,23,Idaho Falls,WI,
9432,imperdiet.ullamcorper@aliquameros.net,Sports Walk,Homeless,12/26/2018,monday,16,19,0,21,Little Rock,ME,
9433,Suspendisse.tristique.neque@nasceturridiculusmus.com,Youth Social Media Fundraising,Health,3/22/2017,sunday,16,17,0,2,Rockville,CT,
9434,nisl.Quisque.fringilla@Etiamimperdietdictum.org,Politics Charity Auction,Sports,11/30/2018,saturday,16,18,0,25,Pike Creek,LA,
9435,Donec.luctus@nonjustoProin.org,Animals Charity Auction,Sports,4/22/2018,thursday,17,20,0,10,Sandy,KY,
9436,scelerisque.lorem.ipsum@enimnonnisi.net,Sports Walk,Education,4/18/2018,friday,8,10,0,17,Richmond,AK,
9437,lacus.Aliquam@Crassedleo.edu,Hunger Guest Speaker,Technology,1/26/2018,saturday,11,12,0,10,Reading,DE,
9438,Nunc.ac@facilisismagnatellus.edu,Faith-based Charity,Women,4/24/2017,monday,10,11,0,2,Clarksville,MT,
9439,lorem@sapien.ca,Faith-based Drive,Health,2/7/2018,tuesday,8,11,0,14,Detroit,KS,
9440,ac.nulla.In@sapienmolestieorci.org,Politics Social Media Fundraising,Homeless,4/10/2018,saturday,9,12,0,25,Jackson,NV,
9441,tempor@volutpatNullafacilisis.co.uk,International Charity,Faith-based,12/28/2018,saturday,16,18,0,21,Fort Worth,ME,
9442,netus@natoquepenatibus.com,Human Rights Foundation,Arts and Crafts,6/2/2017,monday,9,12,0,25,Cheyenne,KS,
9443,mauris@lorem.net,International Guest Speaker,LGBT,7/20/2017,wednesday,16,19,0,13,Allentown,CT,
9444,quam@Crasdolor.edu,Politics Foundation,Education,1/18/2019,saturday,12,15,0,20,Pike Creek,GA,
9445,Quisque.imperdiet@Duisvolutpat.net,LGBT Walk,Homeless,1/10/2017,monday,13,14,0,23,Gaithersburg,MI,
9446,hendrerit.id.ante@faucibusid.org,Environment Guest Speaker,Women,11/18/2017,monday,7,9,0,9,Gaithersburg,WI,
9447,vitae.sodales@etpede.co.uk,Homeless Guest Speaker,Disaster Relief,6/25/2018,wednesday,9,10,0,15,Indianapolis,VA,
9448,sed.tortor.Integer@Crasdictumultricies.co.uk,LGBT Charity Auction,Education,1/31/2018,tuesday,13,15,0,21,Pittsburgh,IA,
9449,ornare.elit.elit@commodoatlibero.ca,International Social Media Fundraising,Human Rights,1/21/2019,thursday,7,10,0,2,Aurora,IN,
9450,amet.orci@sempererat.co.uk,Youth Guest Speaker,Health,1/12/2018,friday,16,17,0,12,Springfield,LA,
9451,sollicitudin.commodo@elitpretium.ca,Disaster Relief Guest Speaker,Seniors,6/29/2017,wednesday,9,12,0,17,Birmingham,AR,
9452,dictum.mi.ac@dictumProineget.co.uk,Hunger Social Media Fundraising,Homeless,9/3/2018,friday,13,14,0,23,Duluth,KS,
9453,nec@eteros.org,Hunger Foundation,Sports,2/9/2018,monday,9,10,0,15,Knoxville,MN,
